Stellar Mass,Star Formation Rate,Redshift,Muv_int_med,Muv_int_u68,Muv_int_l68
9.85428658380601,53.6295280456543,5,-20.635716459515024,-20.635716459515024,-20.635716459515024
9.72245277868298,19.841819763183597,5,-20.30613194670745,-20.30613194670745,-20.30613194670745
9.618500918648971,28.46211814880371,5,-20.046252296622427,-20.046252296622427,-20.046252296622427
10.022248866700018,36.0975227355957,5,-21.055622166750044,-21.055622166750044,-21.055622166750044
9.919802068665222,59.14691925048828,5,-20.799505171663053,-20.799505171663053,-20.799505171663053
10.15364107932622,49.37416076660156,5,-21.38410269831555,-21.38410269831555,-21.38410269831555
10.417915854921514,217.0173492431641,5,-22.044789637303786,-22.044789637303786,-22.044789637303786
10.50883063359374,81.34180450439453,5,-22.27207658398435,-22.27207658398435,-22.27207658398435
9.828638250717606,67.7435302734375,5,-20.571595626794014,-20.571595626794014,-20.571595626794014
10.457786298261317,111.73062896728516,5,-22.144465745653292,-22.144465745653292,-22.144465745653292
9.765092913153955,35.292354583740234,5,-20.41273228288489,-20.41273228288489,-20.41273228288489
10.28699399031809,84.63953399658203,5,-21.717484975795223,-21.717484975795223,-21.717484975795223
9.981046845415788,45.89326477050781,5,-20.95261711353947,-20.95261711353947,-20.95261711353947
10.29390273556485,29.64382743835449,5,-21.734756838912123,-21.734756838912123,-21.734756838912123
10.410046391197277,37.62989807128906,5,-22.02511597799319,-22.02511597799319,-22.02511597799319
10.524544188434463,122.9128875732422,5,-22.311360471086157,-22.311360471086157,-22.311360471086157
10.10128921988197,123.81619262695312,5,-21.253223049704925,-21.253223049704925,-21.253223049704925
9.66110940858938,11.679757118225098,5,-20.152773521473453,-20.152773521473453,-20.152773521473453
10.158990760149903,47.34147262573242,5,-21.39747690037476,-21.39747690037476,-21.39747690037476
9.701051675303628,20.982221603393555,5,-20.25262918825907,-20.25262918825907,-20.25262918825907
10.122497988614771,76.03038787841797,5,-21.306244971536927,-21.306244971536927,-21.306244971536927
10.244376315713174,58.97593307495117,5,-21.610940789282935,-21.610940789282935,-21.610940789282935
9.77279282618472,39.3990478515625,5,-20.4319820654618,-20.4319820654618,-20.4319820654618
10.436058600673167,64.78883361816406,5,-22.090146501682916,-22.090146501682916,-22.090146501682916
10.64805656099978,87.85697174072266,5,-22.62014140249945,-22.62014140249945,-22.62014140249945
10.382744091882568,101.84464263916016,5,-21.95686022970642,-21.95686022970642,-21.95686022970642
10.055775112848004,60.57189178466797,5,-21.13943778212001,-21.13943778212001,-21.13943778212001
9.89043708206314,47.03401184082031,5,-20.726092705157853,-20.726092705157853,-20.726092705157853
9.8372687113383,29.479005813598636,5,-20.59317177834575,-20.59317177834575,-20.59317177834575
10.046612381762442,68.17237854003906,5,-21.116530954406105,-21.116530954406105,-21.116530954406105
10.520943013144398,68.27809143066406,5,-22.302357532860995,-22.302357532860995,-22.302357532860995
10.330990064393294,59.582889556884766,5,-21.827475160983234,-21.827475160983234,-21.827475160983234
9.715972661704871,52.81842422485352,5,-20.289931654262176,-20.289931654262176,-20.289931654262176
9.722843702734671,38.463157653808594,5,-20.30710925683668,-20.30710925683668,-20.30710925683668
10.280077943983404,38.765663146972656,5,-21.700194859958508,-21.700194859958508,-21.700194859958508
9.645503259577348,43.8665771484375,5,-20.11375814894337,-20.11375814894337,-20.11375814894337
10.21645647820054,71.00442504882812,5,-21.54114119550135,-21.54114119550135,-21.54114119550135
9.867547274220165,48.28244018554688,5,-20.668868185550412,-20.668868185550412,-20.668868185550412
10.362595422833037,34.61531448364258,5,-21.906488557082593,-21.906488557082593,-21.906488557082593
9.863776737925772,24.22212600708008,5,-20.65944184481443,-20.65944184481443,-20.65944184481443
9.700848312510384,12.451351165771484,5,-20.252120781275963,-20.252120781275963,-20.252120781275963
9.789393584549558,110.60496520996094,5,-20.473483961373894,-20.473483961373894,-20.473483961373894
9.88218524810908,15.617416381835938,5,-20.7054631202727,-20.7054631202727,-20.7054631202727
9.9776594796489,55.82522201538086,5,-20.94414869912225,-20.94414869912225,-20.94414869912225
10.098333229094717,31.33049774169922,5,-21.245833072736794,-21.245833072736794,-21.245833072736794
9.621174870553972,37.39634704589844,5,-20.05293717638493,-20.05293717638493,-20.05293717638493
10.06505174289954,47.125709533691406,5,-21.16262935724885,-21.16262935724885,-21.16262935724885
9.930686291126198,78.60491943359375,5,-20.826715727815497,-20.826715727815497,-20.826715727815497
9.765175956884686,46.30493927001953,5,-20.412939892211718,-20.412939892211718,-20.412939892211718
9.93385290661892,47.98988723754883,5,-20.834632266547302,-20.834632266547302,-20.834632266547302
9.686969517704592,23.33868980407715,5,-20.217423794261478,-20.217423794261478,-20.217423794261478
10.313626578066891,35.94278335571289,5,-21.784066445167227,-21.784066445167227,-21.784066445167227
9.749953234073418,21.586280822753903,5,-20.374883085183544,-20.374883085183544,-20.374883085183544
9.939849606850911,30.14989471435547,5,-20.84962401712728,-20.84962401712728,-20.84962401712728
9.871766977665754,41.3850212097168,5,-20.679417444164386,-20.679417444164386,-20.679417444164386
10.084577866456362,90.32394409179688,5,-21.211444666140906,-21.211444666140906,-21.211444666140906
9.709461909924322,31.318532943725582,5,-20.273654774810804,-20.273654774810804,-20.273654774810804
9.881848812579172,42.01286315917969,5,-20.70462203144793,-20.70462203144793,-20.70462203144793
9.692538804367327,48.45606994628906,5,-20.23134701091832,-20.23134701091832,-20.23134701091832
10.082191312093878,25.1190128326416,5,-21.205478280234694,-21.205478280234694,-21.205478280234694
9.965441917841035,34.720088958740234,5,-20.913604794602588,-20.913604794602588,-20.913604794602588
9.706316138154373,63.22430419921875,5,-20.26579034538593,-20.26579034538593,-20.26579034538593
9.740922275268517,24.164613723754883,5,-20.352305688171292,-20.352305688171292,-20.352305688171292
10.21514830802957,47.153133392333984,5,-21.537870770073926,-21.537870770073926,-21.537870770073926
9.718112682310936,32.759178161621094,5,-20.29528170577734,-20.29528170577734,-20.29528170577734
9.899019303717456,41.83995056152344,5,-20.747548259293637,-20.747548259293637,-20.747548259293637
9.784265477432598,31.48994255065918,5,-20.460663693581495,-20.460663693581495,-20.460663693581495
9.944958916306724,26.463064193725582,5,-20.86239729076681,-20.86239729076681,-20.86239729076681
10.17362503380337,21.99713897705078,5,-21.434062584508425,-21.434062584508425,-21.434062584508425
9.709090259408253,16.12997055053711,5,-20.272725648520634,-20.272725648520634,-20.272725648520634
9.782328651425049,40.835243225097656,5,-20.45582162856262,-20.45582162856262,-20.45582162856262
10.248354685489852,37.40892028808594,5,-21.62088671372463,-21.62088671372463,-21.62088671372463
9.90635803358887,39.7640495300293,5,-20.765895083972175,-20.765895083972175,-20.765895083972175
9.882209863393946,20.64191436767578,5,-20.705524658484865,-20.705524658484865,-20.705524658484865
10.099059515671453,28.617172241210938,5,-21.247648789178633,-21.247648789178633,-21.247648789178633
9.83942734927485,37.22111129760742,5,-20.598568373187124,-20.598568373187124,-20.598568373187124
9.775466506677072,24.180599212646484,5,-20.438666266692678,-20.438666266692678,-20.438666266692678
9.797435357150617,41.3732795715332,5,-20.493588392876543,-20.493588392876543,-20.493588392876543
9.711989285344025,26.108652114868164,5,-20.279973213360062,-20.279973213360062,-20.279973213360062
9.695408780704955,25.901817321777344,5,-20.238521951762387,-20.238521951762387,-20.238521951762387
9.693406205860647,27.222753524780277,5,-20.233515514651618,-20.233515514651618,-20.233515514651618
9.743702060314916,33.122249603271484,5,-20.35925515078729,-20.35925515078729,-20.35925515078729
9.875992435390208,25.89187812805176,5,-20.68998108847552,-20.68998108847552,-20.68998108847552
9.723122928794355,31.721826553344727,5,-20.307807321985887,-20.307807321985887,-20.307807321985887
10.049747024035042,5.208207607269287,5,-21.124367560087606,-21.124367560087606,-21.124367560087606
9.778979776964594,35.97261047363281,5,-20.447449442411482,-20.447449442411482,-20.447449442411482
9.720310727176711,14.579395294189451,5,-20.300776817941777,-20.300776817941777,-20.300776817941777
9.918333083061713,18.707029342651367,5,-20.79583270765428,-20.79583270765428,-20.79583270765428
9.615443148868271,26.12769317626953,5,-20.03860787217068,-20.03860787217068,-20.03860787217068
9.625683764906974,26.04891967773437,5,-20.064209412267434,-20.064209412267434,-20.064209412267434
9.648529218729458,3.3123202323913574,5,-20.121323046823644,-20.121323046823644,-20.121323046823644
9.658460568602289,20.096059799194336,5,-20.14615142150572,-20.14615142150572,-20.14615142150572
9.61096626918905,17.558765411376953,5,-20.027415672972623,-20.027415672972623,-20.027415672972623
10.977108620831698,233.25048828125,5,-23.442771552079247,-23.442771552079247,-23.442771552079247
10.112869334736622,36.64667510986328,5,-21.282173336841556,-21.282173336841556,-21.282173336841556
10.127209151869176,20.57135009765625,5,-21.318022879672938,-21.318022879672938,-21.318022879672938
9.959767567282904,20.83853530883789,5,-20.89941891820726,-20.89941891820726,-20.89941891820726
10.572704599785633,143.52159118652344,5,-22.43176149946408,-22.43176149946408,-22.43176149946408
10.626012234078823,91.62681579589844,5,-22.565030585197057,-22.565030585197057,-22.565030585197057
10.078193670183484,34.48756790161133,5,-21.19548417545871,-21.19548417545871,-21.19548417545871
9.808579947311156,14.038925170898438,5,-20.52144986827789,-20.52144986827789,-20.52144986827789
10.234817031035876,59.2189826965332,5,-21.58704257758969,-21.58704257758969,-21.58704257758969
10.211850255795088,104.91596221923828,5,-21.52962563948772,-21.52962563948772,-21.52962563948772
10.288038548113695,68.91424560546875,5,-21.72009637028424,-21.72009637028424,-21.72009637028424
9.993990053493803,42.93907928466797,5,-20.98497513373451,-20.98497513373451,-20.98497513373451
10.861942041640749,330.3929748535156,5,-23.15485510410187,-23.15485510410187,-23.15485510410187
9.835080634264454,21.205474853515625,5,-20.587701585661137,-20.587701585661137,-20.587701585661137
9.99625800243855,43.00690460205078,5,-20.990645006096376,-20.990645006096376,-20.990645006096376
10.976146923444984,229.91812133789065,5,-23.440367308612462,-23.440367308612462,-23.440367308612462
9.628539389776977,21.413646697998047,5,-20.07134847444244,-20.07134847444244,-20.07134847444244
10.493932731779266,94.14611053466795,5,-22.234831829448165,-22.234831829448165,-22.234831829448165
10.289492802795598,60.57428741455078,5,-21.723732006988996,-21.723732006988996,-21.723732006988996
10.575820047535096,131.5982666015625,5,-22.43955011883774,-22.43955011883774,-22.43955011883774
10.036699195581312,47.09547805786133,5,-21.09174798895328,-21.09174798895328,-21.09174798895328
9.631660361920828,22.04186248779297,5,-20.07915090480207,-20.07915090480207,-20.07915090480207
10.311724807188371,117.81834411621094,5,-21.779312017970927,-21.779312017970927,-21.779312017970927
9.84673235211871,63.625038146972656,5,-20.616830880296774,-20.616830880296774,-20.616830880296774
10.68317283484667,133.03036499023438,5,-22.707932087116678,-22.707932087116678,-22.707932087116678
9.916981507211329,37.97125244140625,5,-20.792453768028324,-20.792453768028324,-20.792453768028324
9.882353996077764,63.168922424316406,5,-20.705884990194413,-20.705884990194413,-20.705884990194413
9.676649050775485,38.51944351196289,5,-20.19162262693871,-20.19162262693871,-20.19162262693871
10.023984969454771,23.227685928344727,5,-21.05996242363693,-21.05996242363693,-21.05996242363693
9.606986619457,17.744495391845703,5,-20.017466548642503,-20.017466548642503,-20.017466548642503
10.04573486563504,53.81132125854492,5,-21.1143371640876,-21.1143371640876,-21.1143371640876
10.661443394439326,103.99569702148438,5,-22.653608486098314,-22.653608486098314,-22.653608486098314
10.537443449563204,132.3443603515625,5,-22.34360862390801,-22.34360862390801,-22.34360862390801
9.973752989110723,45.00195693969727,5,-20.934382472776807,-20.934382472776807,-20.934382472776807
10.592009157706558,191.41819763183597,5,-22.480022894266394,-22.480022894266394,-22.480022894266394
10.23977155917075,48.78798294067383,5,-21.599428897926874,-21.599428897926874,-21.599428897926874
9.854447452466292,31.79629135131836,5,-20.63611863116573,-20.63611863116573,-20.63611863116573
9.622210006977596,8.820426940917969,5,-20.05552501744399,-20.05552501744399,-20.05552501744399
9.970131316680057,50.17100524902344,5,-20.92532829170014,-20.92532829170014,-20.92532829170014
10.442003502248223,103.88085174560548,5,-22.10500875562056,-22.10500875562056,-22.10500875562056
10.683394323843483,99.77114868164062,5,-22.70848580960871,-22.70848580960871,-22.70848580960871
10.33504715816783,145.6090545654297,5,-21.837617895419577,-21.837617895419577,-21.837617895419577
9.646255824496574,44.33853149414063,5,-20.115639561241437,-20.115639561241437,-20.115639561241437
10.33848296203183,87.43051147460938,5,-21.846207405079575,-21.846207405079575,-21.846207405079575
10.460638849970932,61.59136962890625,5,-22.15159712492733,-22.15159712492733,-22.15159712492733
10.072629580322474,61.61704254150391,5,-21.181573950806182,-21.181573950806182,-21.181573950806182
10.134966876722531,31.9494571685791,5,-21.337417191806328,-21.337417191806328,-21.337417191806328
10.20897279787948,47.92287063598633,5,-21.522431994698703,-21.522431994698703,-21.522431994698703
10.380605668249244,35.88920974731445,5,-21.95151417062311,-21.95151417062311,-21.95151417062311
9.868375805958662,22.49195098876953,5,-20.670939514896656,-20.670939514896656,-20.670939514896656
9.634141007052028,16.475072860717773,5,-20.08535251763007,-20.08535251763007,-20.08535251763007
10.14865284038654,93.44359588623048,5,-21.371632100966348,-21.371632100966348,-21.371632100966348
9.707241698042909,57.53064727783203,5,-20.26810424510727,-20.26810424510727,-20.26810424510727
10.20512465780476,39.86630630493164,5,-21.5128116445119,-21.5128116445119,-21.5128116445119
10.045188356485443,54.96128845214844,5,-21.112970891213607,-21.112970891213607,-21.112970891213607
10.185809373062686,100.76588439941406,5,-21.464523432656712,-21.464523432656712,-21.464523432656712
9.982003032010857,24.46712875366211,5,-20.955007580027143,-20.955007580027143,-20.955007580027143
9.710287996918623,33.74766159057617,5,-20.27571999229656,-20.27571999229656,-20.27571999229656
10.217139125495796,74.61297607421875,5,-21.542847813739492,-21.542847813739492,-21.542847813739492
10.058631138060427,81.54399108886719,5,-21.146577845151068,-21.146577845151068,-21.146577845151068
10.36478924817852,56.410587310791016,5,-21.911973120446298,-21.911973120446298,-21.911973120446298
10.027714312097022,58.17046356201172,5,-21.069285780242552,-21.069285780242552,-21.069285780242552
10.04994167369956,83.12618255615234,5,-21.124854184248903,-21.124854184248903,-21.124854184248903
9.980072993023436,100.67454528808594,5,-20.95018248255859,-20.95018248255859,-20.95018248255859
9.887036061545883,31.05483055114746,5,-20.71759015386471,-20.71759015386471,-20.71759015386471
9.801048983529338,30.882139205932617,5,-20.502622458823346,-20.502622458823346,-20.502622458823346
9.814127724298432,67.53575134277344,5,-20.53531931074608,-20.53531931074608,-20.53531931074608
9.860446228567826,36.96566390991211,5,-20.651115571419563,-20.651115571419563,-20.651115571419563
9.769146579956043,25.24516487121582,5,-20.42286644989011,-20.42286644989011,-20.42286644989011
9.94556103949935,41.399810791015625,5,-20.863902598748375,-20.863902598748375,-20.863902598748375
10.004431768275246,51.23610305786133,5,-21.011079420688116,-21.011079420688116,-21.011079420688116
9.962896753904694,10.842004776000977,5,-20.907241884761735,-20.907241884761735,-20.907241884761735
9.661025826780389,26.3336181640625,5,-20.15256456695097,-20.15256456695097,-20.15256456695097
9.72165871945871,24.416778564453125,5,-20.304146798646773,-20.304146798646773,-20.304146798646773
10.064039404267938,58.62584686279297,5,-21.160098510669844,-21.160098510669844,-21.160098510669844
9.65401933704366,25.587549209594727,5,-20.135048342609153,-20.135048342609153,-20.135048342609153
9.7038027436068,60.04072189331055,5,-20.259506859017,-20.259506859017,-20.259506859017
9.789315045259402,38.13474655151367,5,-20.473287613148504,-20.473287613148504,-20.473287613148504
9.876589261303208,25.43159484863281,5,-20.69147315325802,-20.69147315325802,-20.69147315325802
9.773745944887608,24.425411224365234,5,-20.43436486221902,-20.43436486221902,-20.43436486221902
9.773869006225052,48.66465759277344,5,-20.43467251556263,-20.43467251556263,-20.43467251556263
9.74126381876964,25.49824333190918,5,-20.3531595469241,-20.3531595469241,-20.3531595469241
9.98143667809486,39.57003784179688,5,-20.95359169523715,-20.95359169523715,-20.95359169523715
9.926636744448224,18.98744010925293,5,-20.81659186112056,-20.81659186112056,-20.81659186112056
9.774023088763762,27.73346710205078,5,-20.435057721909406,-20.435057721909406,-20.435057721909406
9.72209125062743,65.28167724609375,5,-20.305228126568576,-20.305228126568576,-20.305228126568576
9.69331403372964,20.880273818969727,5,-20.233285084324102,-20.233285084324102,-20.233285084324102
10.27758694333102,40.13525772094727,5,-21.693967358327548,-21.693967358327548,-21.693967358327548
9.751136807720592,33.13475036621094,5,-20.37784201930148,-20.37784201930148,-20.37784201930148
9.723121802453374,21.49852752685547,5,-20.307804506133436,-20.307804506133436,-20.307804506133436
9.67461109306194,49.62041473388672,5,-20.18652773265485,-20.18652773265485,-20.18652773265485
10.044598599604594,15.049612998962402,5,-21.111496499011487,-21.111496499011487,-21.111496499011487
9.76291607455362,31.074932098388672,5,-20.407290186384053,-20.407290186384053,-20.407290186384053
9.807573666923563,26.402490615844727,5,-20.518934167308906,-20.518934167308906,-20.518934167308906
9.822302968599754,54.85847091674805,5,-20.555757421499386,-20.555757421499386,-20.555757421499386
9.82643474972411,41.238407135009766,5,-20.566086874310272,-20.566086874310272,-20.566086874310272
9.904126007504264,36.28879928588867,5,-20.760315018760657,-20.760315018760657,-20.760315018760657
9.935940888736132,63.845733642578125,5,-20.83985222184033,-20.83985222184033,-20.83985222184033
9.856615636062536,21.9838809967041,5,-20.64153909015634,-20.64153909015634,-20.64153909015634
9.880263365961667,31.18526077270508,5,-20.70065841490417,-20.70065841490417,-20.70065841490417
9.739254685083836,27.087411880493164,5,-20.34813671270959,-20.34813671270959,-20.34813671270959
9.85823388337738,36.40559005737305,5,-20.64558470844345,-20.64558470844345,-20.64558470844345
9.710510784373168,22.6119327545166,5,-20.276276960932922,-20.276276960932922,-20.276276960932922
9.639008602060835,30.456113815307617,5,-20.097521505152088,-20.097521505152088,-20.097521505152088
9.72501618843986,6.568143844604492,5,-20.31254047109965,-20.31254047109965,-20.31254047109965
9.747786795960662,20.733060836791992,5,-20.369466989901657,-20.369466989901657,-20.369466989901657
9.73191903750609,30.30924415588379,5,-20.329797593765225,-20.329797593765225,-20.329797593765225
9.64271176262401,30.13615226745605,5,-20.106779406560026,-20.106779406560026,-20.106779406560026
9.801248704825094,31.650856018066406,5,-20.503121762062733,-20.503121762062733,-20.503121762062733
9.65258834593277,11.534476280212402,5,-20.131470864831925,-20.131470864831925,-20.131470864831925
9.630075954171756,21.73737525939941,5,-20.075189885429392,-20.075189885429392,-20.075189885429392
9.774587808322869,16.455883026123047,5,-20.436469520807172,-20.436469520807172,-20.436469520807172
9.821974381690923,28.89510154724121,5,-20.554935954227307,-20.554935954227307,-20.554935954227307
9.730321125576276,15.81997776031494,5,-20.32580281394069,-20.32580281394069,-20.32580281394069
9.677322042067184,13.818093299865724,5,-20.19330510516796,-20.19330510516796,-20.19330510516796
9.652160979024751,1.605661392211914,5,-20.130402447561877,-20.130402447561877,-20.130402447561877
9.640405763263852,9.764691352844238,5,-20.101014408159628,-20.101014408159628,-20.101014408159628
9.624185677671216,10.330509185791016,5,-20.06046419417804,-20.06046419417804,-20.06046419417804
10.82013028188686,198.56971740722656,5,-23.05032570471715,-23.05032570471715,-23.05032570471715
10.8285673891289,94.7244873046875,5,-23.07141847282225,-23.07141847282225,-23.07141847282225
10.556625885912354,4.460933685302734,5,-22.391564714780884,-22.391564714780884,-22.391564714780884
9.6289144443085,18.627315521240234,5,-20.07228611077125,-20.07228611077125,-20.07228611077125
10.372417631393644,108.22504425048828,5,-21.93104407848411,-21.93104407848411,-21.93104407848411
10.2590763255749,5.610627174377441,5,-21.647690813937253,-21.647690813937253,-21.647690813937253
9.90640247831653,27.098529815673828,5,-20.766006195791324,-20.766006195791324,-20.766006195791324
9.769279890223435,12.06479549407959,5,-20.42319972555859,-20.42319972555859,-20.42319972555859
9.720016665556694,7.433131217956543,5,-20.300041663891733,-20.300041663891733,-20.300041663891733
10.861637172332726,137.83383178710938,5,-23.154092930831816,-23.154092930831816,-23.154092930831816
10.37596851445935,37.769962310791016,5,-21.939921286148376,-21.939921286148376,-21.939921286148376
10.307131434957906,33.43341445922852,5,-21.767828587394767,-21.767828587394767,-21.767828587394767
9.956026169967204,34.02348327636719,5,-20.89006542491801,-20.89006542491801,-20.89006542491801
10.970432947026056,215.1221923828125,5,-23.42608236756514,-23.42608236756514,-23.42608236756514
10.127085065854232,19.70618438720703,5,-21.31771266463558,-21.31771266463558,-21.31771266463558
10.484723442857428,123.83160400390624,5,-22.21180860714357,-22.21180860714357,-22.21180860714357
11.014783911347076,216.56651306152344,5,-23.536959778367688,-23.536959778367688,-23.536959778367688
9.716274796616158,22.99145126342773,5,-20.290686991540397,-20.290686991540397,-20.290686991540397
10.35735415367224,63.76274871826172,5,-21.8933853841806,-21.8933853841806,-21.8933853841806
9.780449544492674,14.136494636535645,5,-20.451123861231686,-20.451123861231686,-20.451123861231686
10.611660180644064,125.33617401123048,5,-22.52915045161016,-22.52915045161016,-22.52915045161016
10.061386841692796,42.56307220458984,5,-21.15346710423199,-21.15346710423199,-21.15346710423199
10.51577391490376,195.7206878662109,5,-22.2894347872594,-22.2894347872594,-22.2894347872594
9.832615912117191,42.04074478149414,5,-20.581539780292978,-20.581539780292978,-20.581539780292978
10.770106354411174,129.15921020507812,5,-22.925265886027937,-22.925265886027937,-22.925265886027937
10.821217640111923,172.58787536621094,5,-23.05304410027981,-23.05304410027981,-23.05304410027981
10.88534972327366,94.17198944091795,5,-23.21337430818415,-23.21337430818415,-23.21337430818415
9.897639619918394,35.176544189453125,5,-20.744099049795985,-20.744099049795985,-20.744099049795985
9.825293010837424,21.014305114746094,5,-20.56323252709356,-20.56323252709356,-20.56323252709356
10.18318505843662,69.14289855957031,5,-21.457962646091552,-21.457962646091552,-21.457962646091552
10.303432647896528,71.96977996826172,5,-21.75858161974132,-21.75858161974132,-21.75858161974132
9.644254751031562,14.735326766967772,5,-20.110636877578905,-20.110636877578905,-20.110636877578905
10.56785667959496,48.30778884887695,5,-22.4196416989874,-22.4196416989874,-22.4196416989874
10.194820911418542,76.70507049560547,5,-21.487052278546358,-21.487052278546358,-21.487052278546358
10.056447195232634,47.48721694946289,5,-21.141117988081586,-21.141117988081586,-21.141117988081586
9.844810122213262,36.94699096679688,5,-20.612025305533155,-20.612025305533155,-20.612025305533155
10.120214416171564,70.15120697021484,5,-21.30053604042891,-21.30053604042891,-21.30053604042891
9.681287712066364,34.8519401550293,5,-20.20321928016591,-20.20321928016591,-20.20321928016591
10.355429953599176,78.44895935058594,5,-21.88857488399794,-21.88857488399794,-21.88857488399794
9.610454096924322,13.302146911621094,5,-20.026135242310804,-20.026135242310804,-20.026135242310804
10.117092804672964,55.33433151245117,5,-21.29273201168241,-21.29273201168241,-21.29273201168241
10.396867960108368,54.37442398071289,5,-21.99216990027092,-21.99216990027092,-21.99216990027092
9.940188768688444,39.40665435791016,5,-20.85047192172111,-20.85047192172111,-20.85047192172111
9.90517147118365,52.23819351196289,5,-20.762928677959124,-20.762928677959124,-20.762928677959124
9.617410232390224,19.218589782714844,5,-20.04352558097556,-20.04352558097556,-20.04352558097556
9.853390907549002,22.83119773864746,5,-20.633477268872504,-20.633477268872504,-20.633477268872504
10.27009660386556,71.78926849365234,5,-21.675241509663902,-21.675241509663902,-21.675241509663902
10.097208117028938,49.40985870361328,5,-21.243020292572346,-21.243020292572346,-21.243020292572346
10.12372987654563,55.81998825073242,5,-21.309324691364075,-21.309324691364075,-21.309324691364075
9.931258968048365,67.1723403930664,5,-20.828147420120914,-20.828147420120914,-20.828147420120914
10.150314147505588,77.6738052368164,5,-21.37578536876397,-21.37578536876397,-21.37578536876397
9.75235887500413,29.28824234008789,5,-20.380897187510328,-20.380897187510328,-20.380897187510328
9.958955176093326,51.128326416015625,5,-20.897387940233315,-20.897387940233315,-20.897387940233315
9.9158211735965,48.903202056884766,5,-20.78955293399125,-20.78955293399125,-20.78955293399125
10.575304728027564,29.50718307495117,5,-22.43826182006891,-22.43826182006891,-22.43826182006891
10.244362866723428,74.13610076904297,5,-21.61090716680857,-21.61090716680857,-21.61090716680857
10.27114359319682,17.94664192199707,5,-21.67785898299205,-21.67785898299205,-21.67785898299205
10.38481821141709,52.94692993164063,5,-21.962045528542724,-21.962045528542724,-21.962045528542724
9.6848458673832,31.666427612304688,5,-20.212114668458,-20.212114668458,-20.212114668458
9.718486792152683,27.32696914672852,5,-20.296216980381708,-20.296216980381708,-20.296216980381708
10.464494456110703,86.74696350097656,5,-22.161236140276756,-22.161236140276756,-22.161236140276756
9.915498940175494,32.3226432800293,5,-20.788747350438737,-20.788747350438737,-20.788747350438737
10.197312389304118,61.33209609985352,5,-21.493280973260294,-21.493280973260294,-21.493280973260294
10.04407563667514,63.67293548583984,5,-21.11018909168785,-21.11018909168785,-21.11018909168785
10.140576245673149,34.55624008178711,5,-21.35144061418287,-21.35144061418287,-21.35144061418287
9.818533421422266,30.15962028503418,5,-20.546333553555666,-20.546333553555666,-20.546333553555666
9.656986766949826,61.00080108642578,5,-20.142466917374566,-20.142466917374566,-20.142466917374566
10.219468380922782,59.05704498291016,5,-21.548670952306956,-21.548670952306956,-21.548670952306956
10.24807676397212,40.48756408691406,5,-21.620191909930302,-21.620191909930302,-21.620191909930302
9.919798705967857,75.40166473388672,5,-20.799496764919642,-20.799496764919642,-20.799496764919642
10.168208033523028,65.63140869140625,5,-21.42052008380757,-21.42052008380757,-21.42052008380757
10.027104654044331,24.260311126708984,5,-21.067761635110827,-21.067761635110827,-21.067761635110827
9.746712660291536,43.65055847167969,5,-20.36678165072884,-20.36678165072884,-20.36678165072884
9.829004051811395,36.44182205200195,5,-20.57251012952849,-20.57251012952849,-20.57251012952849
9.691010811035282,34.790122985839844,5,-20.227527027588206,-20.227527027588206,-20.227527027588206
