id,ra,dec,in_cw_miri,in_primer_nircam,in_primer_miri,m814,m115,m150,m277,m444,m770,snr814,snr115,snr150,snr277,snr444,snr770,primer_m606,primer_m814,primer_m090,primer_m115,primer_m150,primer_m200,primer_m277,primer_m356,primer_m410,primer_m444,primer_m770,primer_m1800,primer_snr606,primer_snr814,primer_snr090,primer_snr115,primer_snr150,primer_snr200,primer_snr277,primer_snr356,primer_snr410,primer_snr444,primer_snr770,primer_snr1800,z_qso_med,z_qso_u68,z_qso_l68,logLbol_med,logLbol_u68,logLbol_l68,Av_qso_med,Av_qso_u68,Av_qso_l68,chi2_qso,z_gal_med,z_gal_u68,z_gal_l68,logMstar_med,logMstar_u68,logMstar_l68,SFR_100_med,SFR_100_u68,SFR_100_l68,Av_gal_med,Av_gal_u68,Av_gal_l68,chi2_gal,chi2_bd,C444,Reff444_med,Reff444_u68,Reff444_l68,Muv_int_med,Muv_int_u68,Muv_int_l68,PB_MIRI,PB_NIRCAM,PB_MIRI_NIRCAM
236496,149.72016281023528,2.07854469527155,0,0,0,-99.0,30.151807504971284,28.20249958023515,27.666020151130084,25.904727604141996,-99.0,-0.9248389677523684,0.1924162947857487,3.599942947623511,6.877068568794109,29.88163857120395,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.897733753504625,9.288548217025747,6.018956594891152,45.995720676231535,46.42672693969215,45.5693210364205,2.884954291468207,3.730600809727993,2.3023817446051327,0.937,7.663941959736614,9.069914179262996,5.572662223874504,10.227618470459271,10.672545851759525,9.85785395937418,90.53387772754888,245.2969067012549,37.12879060644484,2.494885272046347,3.52148528786827,1.8781098457112204,0.924,2.485334943641379,0.6313899173406866,8.589007741090622,13.706016103355498,5.312390774944229,-22.29750686867319,-21.509384463306237,-23.186446771392948,0,1,0
237017,149.8331098598648,2.0418952701114943,0,0,0,28.96325262703534,-99.0,29.496624417329457,27.462190052343715,25.94002023079792,-99.0,0.8777377733377614,-0.5153112305961983,0.9559554335666228,6.554160046375459,25.29759996043061,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.777537162729914,8.968713354436234,5.181236676916666,45.65586156239796,45.97819662143039,45.32757271169693,2.3211796503276103,3.824347463941725,1.875419155376264,0.932,6.040644063163476,8.464888942574177,4.712406202099328,9.838129398148428,10.175118290450094,9.568344653920834,35.65394262666885,79.81875389912244,20.315087092762564,2.231791016590728,3.111943240559892,1.600672100731453,0.93,10.58849342940626,0.6299835784826339,10.475236672915562,15.4873435823091,6.979293285358616,-21.72787302914697,-20.962847555792997,-22.554528045854003,0,1,0
237666,149.7192162341173,2.0905156442891424,0,0,0,28.394662831190622,-99.0,28.715805929750157,27.953122282002685,25.05553493985421,-99.0,0.8261683597500151,-0.8332424261332328,1.332567134735811,2.87366205367658,38.79694185647524,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.043323379193648,9.183709196841438,6.291361023877871,46.7405626600509,47.198176255424464,46.42478865383884,4.168364267104282,5.248551750737922,3.3897442259949497,1.486,6.60317978756598,8.846487364401586,5.084765636286476,11.061191974137284,11.631016002769984,10.651495062873035,599.3747467003623,2220.844936966061,232.6946410717557,4.2828701672537495,5.3402295627308645,3.3662763466747263,1.476,6.586925880835753,0.6231655980948142,5.394079427320946,9.287990693472866,2.833655642612697,-24.21019584661784,-23.39431093599874,-25.064983713162466,0,1,0
237905,149.75288134016762,2.08097094640028,0,0,0,28.24258923379379,29.23432614399016,27.196182581067795,26.46786265826293,24.76067922398542,-99.0,1.7833962738270162,0.3300435854828669,4.983561238726652,11.795114532746906,46.96141153121296,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.192931375516602,9.113866510564463,5.490665962970795,46.16712360096446,46.671396595789645,45.89119860408225,2.915520966411325,3.543723799844425,2.4591293322234726,2.341,5.940041471975537,9.010411520447455,4.910008558362213,10.558703301139325,10.952147704147997,10.266278370916105,180.47344940047216,448.1124602017887,94.15620650492512,2.9099875610054715,3.6852656007522095,2.090684183550844,2.204,11.548954321610932,0.5631072226081624,36.49600449977727,37.88750321784035,35.04069676537866,-23.31172378375315,-22.638543991680123,-23.93534358475317,0,1,0
239526,149.7871447237921,2.0869197318967507,0,0,0,-99.0,27.94604475575319,27.532038106524887,26.894293791006056,25.22012713737216,-99.0,-0.5008473254936933,1.7033743783670643,5.113969707700498,12.206484089419783,43.00535517984614,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.499095258648143,8.465062811228934,6.118475844831104,46.25904627133579,46.54110893640191,45.85110000406944,3.0697924212393106,3.7965497948749896,2.589990155383756,0.364,7.662546237439837,8.662622235344681,6.118730488157218,10.590161922690465,10.905681878593075,10.27558156177628,206.06952760408564,439.3679802176961,99.52143255993124,2.67700171597708,3.4057282746485225,2.101482629761184,0.364,6.902870102385879,0.6330732959853955,2.5217272713039094,4.59533331021261,1.531275371125412,-22.98567249941754,-22.302654827989297,-23.64563433663097,0,1,0
239793,149.76526672023772,2.097340528896728,1,0,0,32.96475557999615,28.509048114158738,-99.0,27.931648933675,26.369195074329287,27.210778736941865,0.0203467982879476,1.7219671770791998,-0.4296691865010707,7.766021254349843,26.31769125875737,2.6460978189438404,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.174245642645543,8.099364429941062,5.719017083577203,45.03891298454735,45.17816841933814,44.89544885152899,1.7583458112357286,2.114113244651217,1.4513182661477897,3.66,5.515967252893444,7.132793990558991,5.175133662139906,8.326184998503159,8.541987499216237,8.174965495311667,1.842024731331814,2.941395426477245,1.3176521722279948,1.5460862969948608,1.8097107387053923,1.2288354792430176,4.399,14.18549776621181,0.6695781327321123,10.407680067380294,17.42186804215629,4.648454095911026,-20.55539749248747,-19.975401718887383,-20.99573141668619,1,0,0
240102,149.73560724055136,2.1113526001739977,0,0,0,30.139293530440533,27.776806362316165,27.70488781619347,27.703921515329032,26.09140378165844,-99.0,0.2189508559462555,1.3338994938979332,5.852551613872346,7.3470466055569,25.86657135386591,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.011439547020181,8.512065227301965,5.778202587303833,45.99277791075737,46.600003541623465,45.4977945639308,3.8837126284890857,5.214779894248624,2.5977726387301194,0.065,7.392614433939997,8.638522402719682,5.778352752826161,10.520228481006493,11.22598058517129,9.956347900560894,182.4153851632151,936.2757093885432,51.2805121089774,3.906003069380011,5.214949434968623,2.422465748657628,0.066,0.5842951185028772,0.5005270314903291,32.36567158851733,36.04929266135599,28.426121598885956,-22.674015794483505,-21.563433896393693,-23.88340915866341,0,1,0
247927,149.73421364788155,1.969327383090832,0,0,0,30.40389734910903,-99.0,28.282841974495987,27.56088184538069,25.91210075651116,-99.0,0.1590615840619851,-1.4571750226094469,2.350337765909645,5.18405286878647,20.865402471162632,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.32694897347945,9.36359617509425,5.581680022987619,45.828977047975485,46.25279407456661,45.36718600604684,2.5841326687733064,3.631523298891047,2.065964820372697,2.255,6.91460179427121,8.972885418761743,4.922227190028419,10.017418487118144,10.445087297722925,9.715663187047468,53.31335321383363,147.25256269419106,27.460451935179737,2.383436572566627,3.3432894343266093,1.6965741071939635,2.238,6.460667047891802,0.5549720972769125,299.8719688233087,299.9676342768108,299.6223233098342,-22.027332223775737,-21.15517356051928,-23.03091114248414,0,1,0
253086,149.77151082846797,1.987059458930471,0,0,0,-99.0,30.844317424012345,28.35855261751881,28.229579723628888,26.533751413074032,-99.0,-0.254625212816065,0.0995042369762869,2.5094914090614138,3.694405358397653,13.474299457786652,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.5065068872990945,9.235419538074815,5.825666976339274,45.70880634209831,46.1853130589019,45.217899851437366,2.953940444164279,4.330215720368739,2.1780745122066216,0.092,7.58196800132559,9.104947523748963,5.421277724919693,10.107702559928171,11.044772512800444,9.586767939155123,64.10642593558694,557.5218980567332,19.982475130422667,3.1043998651313176,4.715927167612353,1.9785126067661587,0.121,0.4147814661248187,0.694538810441913,6.04523979039354,12.378316740161946,2.673993422193111,-21.678412005607814,-20.698167326682945,-22.788547956674314,0,1,0
253931,149.78583385101902,1.987365145004476,0,0,0,28.139838343363483,-99.0,28.21168204620572,27.901820991769352,26.228465313682012,-99.0,1.695843141069434,-0.2600040825960327,2.057477631422131,3.561996984995997,12.782677008241093,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.970661711244192,9.218139551955057,5.454275491584591,45.80408878045685,46.41459177717502,45.33510281462421,3.300289227715088,4.920352245030854,2.3007670207972235,2.909,5.738319292269202,8.75231342796855,4.541343389955782,9.975541749830278,10.500279906566435,9.581556699910482,49.54129364201823,158.63558037597386,21.79812874328002,3.373727389462184,4.726817631559508,2.1566619352123477,2.229,4.321919112940022,0.6348626845220485,14.002821295004235,19.40140839487546,8.430253977685155,-22.136876454636862,-21.0464508085504,-23.4407065596143,0,1,0
258164,149.8253433878745,2.0041127958398275,0,0,0,-99.0,29.456034679415843,28.17380099956693,28.32584755622992,26.81849612787413,-99.0,-0.7067377746263624,0.3261187252666328,3.061315252031801,3.337778137514845,10.66669811226348,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.302579298464737,8.809536436312232,5.62441983390267,45.51995075596824,46.085594022592986,45.042913334932905,3.1623764180459606,4.703047747527944,2.09842275495806,0.541,7.648757416318011,9.070185084983464,5.93414647746065,9.885564626879942,10.883729676003329,9.396480919642084,39.5577572086607,407.757512438762,13.02298450771226,2.770464653430352,4.662435441630651,1.6892449660696145,0.517,0.9654434453898508,0.5893368546879753,20.132398305834556,28.868514578106065,11.608641533727802,-21.37615961480216,-20.345662684157297,-22.64012316934679,0,1,0
258229,149.80735919507163,2.011138374659364,0,0,0,30.57798701273501,28.465782313034374,28.697111856624797,28.42800660328025,26.136505352380407,-99.0,0.1609314682343884,0.7360768023714189,1.5403310645339916,2.558245387094212,16.287584273683624,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.2057234313011325,8.689258119125201,5.894436448259222,46.08576080940463,46.51066620103174,45.70220006903731,4.0327527720430485,5.183987348363051,2.9443893088143285,0.036,6.793077622705001,8.6187955030952,5.240207267081239,10.426181118725856,10.967058323989423,9.94724055632154,145.4156306337391,471.70261951304497,52.18075591358647,3.843301990053061,4.936061307107747,2.763180469343536,0.046,1.1725774476594009,0.5538107330837392,34.83521877184629,42.57258162431731,28.350710798868203,-22.735735430862704,-21.81710118713232,-23.7970789502058,0,1,0
260678,149.8032216784718,2.0332456593816963,0,0,0,30.67975644837681,-99.0,28.209957554934142,28.4947087841878,26.572878221657813,-99.0,0.1723194842428687,-1.1694263596928898,3.31218140133075,3.04745723682672,14.960491009474024,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.840521644726002,9.4259190919418,5.910295429325682,45.853400801445446,46.47909233286393,45.36392708400537,3.3709674110796835,4.895598803257828,2.43292397791958,1.437,7.452461665581625,9.26406629666843,5.000887790484775,10.11927017896694,10.821817844866471,9.62780842074912,65.60142459248692,331.7671378668277,22.394701751329883,3.1630492414943845,4.683293704213105,2.166799432232463,1.527,3.163288310274717,0.6645027353105395,4.938167975383019,9.117089022725064,2.1495713711290425,-22.03724428260545,-20.98130735683869,-23.35758474064333,0,1,0
261925,149.7088026612167,2.076320672762677,0,0,0,27.964183538802043,27.74094986734742,28.198324409660227,28.402249679985083,26.408160296772827,-99.0,1.7258996718442,1.840697969724828,2.803839937645004,2.6337917262745547,14.582059388508434,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.358128890424636,8.170570045133884,5.61626723576929,45.940063008758486,46.39122906950371,45.50481948147194,4.461767911544207,5.421579621649594,3.1375533460316425,1.033,6.297199886391201,8.20926048582179,4.9681560561240685,10.241645168962986,10.915892997505829,9.74345576173583,88.31020761438293,440.3597926305192,31.873411790551195,4.451692345052948,5.433215051712713,2.871293665174796,0.8,3.4570663715559524,0.5790211814330268,33.32370752028508,38.49132130419131,26.14427235434264,-22.7559784899756,-21.61022546644776,-23.592288069918677,0,1,0
262467,149.82894652398895,2.035882722462941,0,0,0,28.57811087782544,-99.0,28.000160245791367,28.7747284493784,27.000431325116715,-99.0,1.5344554271635018,-0.2270473916917391,3.886732485828849,2.1136021798040243,9.760593330409344,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.060382955921893,9.1517557418623,5.588581861706059,45.616407793360864,46.25140007381425,45.10188878763351,3.77247517130426,5.123333106789371,2.4420915917240227,3.025,7.212005750804255,9.157307314041123,4.948030068125668,9.9675336081062,10.937554264270432,9.440045089418588,52.22388581298625,478.5709215047221,15.682573520194431,3.9703908846052167,5.247740340573976,2.411305014338345,2.897,3.928192506657068,0.6458094357566322,15.59282353752724,22.70323946623427,8.923756782507466,-21.654231654441404,-20.41939699293242,-22.875983861847512,0,1,0
266473,149.82128426810047,2.06141234050361,0,0,0,30.230386166724276,-99.0,27.94522147750054,28.82269914155753,26.770409750402365,-99.0,0.3241599777556807,-0.2390191734697226,3.291421426636988,1.886952655749793,9.711989022363662,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.00555177271642,9.428297979100936,6.112009185506083,45.9528730617868,46.69504444010328,45.40026423867271,4.11783556508736,5.272088726406769,2.7630117485300247,0.838,7.73030871308734,9.311074441374249,5.674459809415291,10.293373651665473,11.22992621320519,9.568254403017772,107.19884247991676,900.8894499671206,20.940563561783087,3.7881437276102856,5.0754380945936255,2.404395037939156,1.135,1.8370222330648365,0.595664050767516,6.906322879955489,12.61032410593909,2.7390350500403486,-22.256219570286056,-21.035315949034334,-23.6311676302448,0,1,0
269069,149.73449261273868,2.11090414162176,0,0,0,-99.0,28.940496596288664,-99.0,28.873804588438688,26.711773000862017,-99.0,-0.6170622452832405,0.4616701824940666,-1.5741696346443983,2.610648736906972,14.219184329686906,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.996168228789977,8.641500316332445,5.848210784605844,45.75741407272202,46.26940798226016,45.34602149919263,3.68789354393354,4.9742417868587205,2.7791546279526425,0.857,6.980820413891392,8.84396046588844,5.06067274906238,10.015063561590551,10.63877316097552,9.607290889704126,56.44140524715404,223.83670029778253,21.38031119418485,3.333143220312188,4.535518491989977,2.3653422079133333,0.853,2.852814111070469,0.5795933381889053,10.79095610000344,16.797139745379702,6.071068290457079,-22.016035297087512,-20.99244719181201,-22.995461302828154,0,1,0
272461,149.80890800551154,2.109747362113254,1,0,0,-99.0,-99.0,-99.0,28.759601064194243,27.124475202860285,28.197903496577013,-0.1856147063418569,-0.6121538449355485,-1.0202643015648836,3.08273454005486,10.07054351607821,1.079790321355838,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.910298541917716,6.5619223618628855,5.422054138811315,44.75845123583335,44.967880811531536,44.55394237514283,1.998102074479084,2.538751981123827,1.6056026028059285,2.309,6.080201535170239,8.396662815344357,5.315125479315991,8.318186420518035,8.797310617580338,7.9981298153366,1.6441264458317146,4.067976225456199,0.8562338583090171,1.4088379520844263,1.871715222788084,0.9551975281761907,1.684,3.60538271852389,0.6530801151773415,21.29556901046781,30.058944527287878,10.84140930340997,-20.014941051830657,-19.50599798377353,-20.56051121174191,1,0,0
272827,149.80707345319576,2.113171399633317,1,0,0,28.4848714402683,30.114536138520663,28.68188822703854,27.495735771746453,25.954244298457557,25.74083904128363,1.4868471490613082,0.1657844678970571,1.2280452650735896,6.021454962556772,15.145093065614864,8.14688103935032,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.873486090876255,6.379537793582767,5.436288351704939,45.34058919833896,45.54577143587144,45.10040117729681,2.3702773900309464,2.927950926126182,1.905438951356696,0.654,6.006508013934529,8.0741859994063,5.298036500656553,9.09970921477355,9.52876668124938,8.800558340732882,9.076803896273969,18.71848807959876,5.282715845540225,1.7924086266116364,2.3249057767501693,1.178089498733904,0.488,41.84428979748763,0.59957223661933,5.11171547063514,9.810170317811394,2.008722563566895,-21.44734587526179,-20.67874095250925,-22.1158417870492,1,0,0
273760,149.85247884633455,2.104495891237461,0,0,0,-99.0,-99.0,29.529215905083323,28.95352809401264,26.646065070936174,-99.0,-0.0516200320737108,-0.3119195312758688,0.8988945243210965,1.849370115648216,12.792901869560463,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.210281152372099,8.86294374802708,5.856669309308948,45.89962847307001,46.38003423507551,45.4212803759986,3.902975071041764,5.182743353812751,2.8721031153583114,0.133,6.841086413695358,8.620536460102473,5.097950710515862,10.144355234217551,10.752554809182602,9.64569969549762,73.09113132776372,296.9285153823516,23.15140884720001,3.651235907852013,4.981187183563132,2.637108045671184,0.127,1.2826924023598332,0.6441704797225414,21.53774877140159,29.057318693041843,13.769969650499164,-22.31010083138961,-21.215467560544862,-23.30773937246968,0,1,0
274616,149.8286534295405,1.9111777675215,0,0,0,28.739729031898023,27.006875747995792,28.13177187448564,26.953276209158524,24.31644410528518,-99.0,0.9317220416415912,2.202405280763921,1.8087947170625591,6.346973303228425,60.74637804530791,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.455706591535458,7.936076378046359,5.867607027952808,46.968059768302126,47.24589697402247,46.72566923600176,4.947786389839161,5.6562067188336025,3.924646179460616,1.019,6.355803184193189,7.80952451662489,5.373297937150959,11.34236220661107,11.7225277613879,11.007629996594384,1117.0141455261703,2679.1482302694003,489.4313676658602,4.441360171249782,5.286443372137566,3.5633197803440058,1.132,14.79249419790405,0.592143106343378,25.79490017469273,26.876577017027667,24.624447466308062,-25.26404608676967,-24.479778976560254,-25.858530761645422,0,1,0
274713,149.90755568736034,1.8838142240480928,0,0,0,28.029498359080467,26.82567985441256,27.81129944094176,26.978390623805915,25.380351497611965,-99.0,1.710292423983676,2.820785340231128,2.8944777341504278,7.141375322363804,27.161227328671178,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.89612415121189,6.550488773739737,5.468496734668815,46.05565326625312,46.41465532613076,45.737353242362,4.025416082117184,5.3333544303393845,3.0792547972608184,1.266,5.654354010718205,6.642285440554972,4.870173317092399,10.424960874912792,10.871222956809309,10.057793257927544,136.8593710192858,357.37443345622825,62.18672717426755,4.114119301915076,5.225823155075901,3.0087010697421483,1.47,7.189115191795654,0.5793157025747036,19.071839192529502,23.109932930899674,15.765097831832644,-23.244401755879597,-22.445072008672646,-24.09578654691246,0,1,0
274903,149.87146095999526,1.8997193215163264,0,0,0,29.401733917817587,-99.0,29.030259927944797,28.050655283654592,25.7276872907356,-99.0,0.8641636370166123,-1.039814342521323,1.3599768740887563,3.684922841171528,28.48135049381838,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.837808100989232,8.864526592842134,5.804390802575188,46.19632172990285,46.57260097879626,45.85762538187288,3.791361120816725,4.863782309179159,2.9602510092474223,1.882,6.574430441867229,8.854453551720576,4.920141941408488,10.476080880860218,10.999663807960776,10.115947038437804,158.85122252800582,553.2221550774912,67.17850967860502,3.653641771710366,4.78687163625971,2.701193160385384,1.796,10.909476033971035,0.6495000690023601,7.491102715901259,12.529696374244285,3.403608695862089,-23.011500324795964,-22.250407704703377,-23.8421362683713,0,1,0
279123,149.81988207272295,1.9574419542576111,0,0,0,29.293971046412477,29.185774934923483,28.573834083265524,28.37173849756869,26.52248015416483,-99.0,0.8606331373677689,0.8793424348306798,3.42569842146138,5.434443662084573,22.66160676520149,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.805513622954744,8.482036909472418,5.654063631796962,45.83227728060506,46.30766691890337,45.39718433619462,3.85093094179758,5.17359728830439,2.784277659199901,0.349,6.715686224282731,8.648240052427443,5.128829889080505,10.138175313600104,10.647269896500688,9.704231316713669,72.37545583179391,239.27561216334448,27.897648140998594,3.4689128730354533,4.860038241880657,2.4625733121707647,0.434,0.8097236276027309,0.6697860290924661,23.361812658593045,28.65469990255736,16.09268055834771,-22.22167772759562,-21.25571665619238,-23.184400425568583,0,1,0
279627,149.90687974691144,1.9312697625427224,0,0,0,27.580929954671376,26.883717249787168,27.48823998686457,26.85131481676404,25.243606319210524,-99.0,2.808940083068988,2.4032190195504177,3.517957280931506,9.01208694174068,27.806352789332507,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.696712188480108,6.070238112783188,5.396577909116109,46.12531482614957,46.39930678628858,45.814780635933495,4.388832455877674,5.393437463498779,3.333062845103857,0.551,5.103954316175004,5.710095682235682,4.388400823684365,10.47434394854351,10.807726721145237,10.16494432998347,151.16625525828687,322.8872087717101,77.1984690112748,4.785150332324467,5.567091522242044,3.8555557268532143,0.576,9.823063263708796,0.5043494602548905,47.87004258147387,50.359994965799785,45.3630226012946,-23.51820854342589,-22.67097960297724,-24.2774163736496,0,1,0
282151,149.9066989475475,1.9544895822719732,0,0,0,28.520085161995343,28.08533842067721,28.52055319361113,28.07414285661037,26.050813067801823,-99.0,1.3803344957053705,1.726255312823709,2.692620490779884,5.298392573047009,26.186122594404345,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.2705379865889865,7.668573132213917,5.624346720148886,46.07080838349294,46.46326242892267,45.72117175822217,4.461029675712337,5.426069438711812,3.3196265237872264,0.135,5.882258463755681,7.759604370676413,4.849168465371481,10.38992082451118,10.94891717924166,9.93585613557334,129.71130899745884,487.6651636288423,49.101394840218575,4.466638002955053,5.401493376778661,3.304326009525336,0.32,4.075611730672372,0.6279004800518561,9.986420079124247,15.239935269807203,5.441999661378533,-23.085115586648136,-22.14124779424352,-23.937126924808293,0,1,0
282482,149.89411901485207,1.9619331848901147,0,0,0,-99.0,27.753292970792263,27.80734878284788,27.08065359103074,25.48238743603978,-99.0,-0.1366978479883382,2.003271152609605,4.427612497511242,11.14543156336503,37.68375255093043,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.953762148547368,8.084651662066776,6.062033584415461,46.07553998465059,46.43883181955119,45.68340923840744,3.1304411387383966,3.998217392398959,2.508020444345904,0.097,7.1809218694561405,8.3272102306301,6.266085328432134,10.376298337629496,10.664385546598522,10.072363161901048,128.2235724868105,261.63893387874657,65.32591071562298,2.6199164725711697,3.3612979001099585,2.016827292905221,0.05,5.048416881988201,0.640992638269934,3.669681539395599,6.48329648789282,1.9774312559620733,-22.652130799387862,-21.872091706023923,-23.499216768020613,0,1,0
