id,ra,dec,in_cw_miri,in_primer_nircam,in_primer_miri,m814,m115,m150,m277,m444,m770,snr814,snr115,snr150,snr277,snr444,snr770,primer_m606,primer_m814,primer_m090,primer_m115,primer_m150,primer_m200,primer_m277,primer_m356,primer_m410,primer_m444,primer_m770,primer_m1800,primer_snr606,primer_snr814,primer_snr090,primer_snr115,primer_snr150,primer_snr200,primer_snr277,primer_snr356,primer_snr410,primer_snr444,primer_snr770,primer_snr1800,z_qso_med,z_qso_u68,z_qso_l68,logLbol_med,logLbol_u68,logLbol_l68,Av_qso_med,Av_qso_u68,Av_qso_l68,chi2_qso,z_gal_med,z_gal_u68,z_gal_l68,logMstar_med,logMstar_u68,logMstar_l68,SFR_100_med,SFR_100_u68,SFR_100_l68,Av_gal_med,Av_gal_u68,Av_gal_l68,chi2_gal,chi2_bd,C444,Reff444_med,Reff444_u68,Reff444_l68,Muv_int_med,Muv_int_u68,Muv_int_l68,PB_MIRI,PB_NIRCAM,PB_MIRI_NIRCAM
1491,149.84406589198286,2.128658979344135,0,0,0,28.382539412608736,27.052962432632743,27.29118691989496,26.454276327268232,24.766191715918158,-99.0,1.059689635796513,3.08584040685065,5.549839961412434,13.503698321218694,56.79087254502063,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.202949010866891,7.354430079215245,5.67419793034267,46.17862278768875,46.603723177521104,45.92583722398073,3.388629864982278,4.104915234521485,2.848351323079594,0.163,6.0841443839761205,7.285838452418755,5.367373090808874,10.656366082153394,10.909112781911531,10.395046975199929,229.47036769340636,423.9054307516423,129.20963438589527,3.2604717825497063,4.075879887611365,2.6037055141679,0.259,12.07829784433148,0.6048418733215275,19.29686003158762,22.076617232211145,15.721292638646966,-23.36857445899254,-22.747113765879792,-24.13115207718543,0,1,0
3962,149.786648276224,2.180063695196968,0,0,0,28.45645991109052,-99.0,27.82964351804623,26.242137062315287,24.659980114428038,-99.0,1.0729665259691823,-0.9411556044988124,2.566298783659964,12.623652982829904,47.55241517707825,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.315352986117663,9.196811985242745,5.501730017819667,46.203596557979495,46.5177655556364,45.83781590547824,2.222775977117335,2.7989900549972884,1.93886000719641,2.082,7.027329079489121,9.091967514279643,4.694999165513584,10.41757883779167,10.750517466884574,10.174326007317338,138.4340799399602,288.8597787308473,74.26113133968475,1.9827447754066163,2.9921722892223688,1.4725272300858998,2.132,34.740268539302896,0.5497635830833282,37.05975433961655,38.52664317139752,34.95475578414827,-22.96258660213077,-22.220551007141577,-23.669717945609804,0,1,0
4056,149.86413822420053,2.1529998685725427,1,0,0,29.227017265578382,29.756227124602397,27.49382522223284,27.150711455147253,25.37337479263521,24.980754395296817,1.0050825584545733,0.2620429075860413,4.498190750636251,8.05602961110181,31.711591622416336,11.389170046522434,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.034346944316605,7.042199844523701,5.568460659173586,45.76717990041619,45.958996839078594,45.52252557068369,2.8586696704224925,3.3290101564489443,2.405428266495268,1.72,6.2036075291672645,8.450394171847678,5.493609233504825,9.430330811210338,9.773558059744278,9.174024328759176,20.85043524587708,40.23420968400167,12.481761414000928,2.213391303489056,2.6835976344752708,1.7458663852689909,1.525,86.29243578937661,0.6589597444074811,4.01266519180316,7.6270524034433,2.0265271253775508,-22.409297790277968,-21.645808964540755,-23.03135420092705,1,0,0
8203,149.8271214863755,2.2238376933518373,1,0,0,28.4951512089393,27.184138528532145,27.367698778776667,26.958621935192063,25.202090100204494,26.06909980012697,2.0677226019608765,2.34544610495616,4.902372121770523,8.411286460892033,36.02879567825478,4.150003999003015,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.262434196375658,8.654174317722598,7.872334523905377,46.19048633634261,46.39641786632566,45.87875659339542,5.125629254758479,5.771321652373923,3.2671726613563634,5.811,5.31141738603118,5.479227710842161,5.113466835293916,8.652654734367434,8.777004066558865,8.565023364464134,3.983296776893929,5.058758580098761,3.271340455778189,1.6574743224042816,1.9109556266124288,1.4208705209584829,7.001,7.268535573799284,0.5996366929727379,28.44045167298672,30.28138470217632,26.011949518793298,-22.61940808628829,-21.93091082089186,-23.206893598505204,1,0,0
9430,149.80580807642193,2.2440389541316432,1,0,0,-99.0,28.014319375433463,27.73650595312171,27.436337831648547,25.835680032889726,25.23826120623373,-0.9794605175270388,1.924242229939881,5.93144328988503,9.269090250367595,34.157867581943854,18.642369333242566,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.323817373352453,8.368582173952023,6.0900531351574125,45.88528082909836,46.16563988583084,45.58523235137637,3.148067416723097,3.957585639914732,2.652905233475966,1.265,7.7982263354924894,8.399745300457363,7.150554782031675,9.786760798427906,9.94525022925254,9.456140170455578,32.361556910205465,45.00007887082648,20.548133651370488,1.914985125110144,2.3955503247271803,1.4862201632466128,1.178,237.09831180377736,0.6381515582115913,15.662529305440858,19.902524087524217,10.642212000047198,-22.356236335197774,-21.651272163772568,-22.90632077983145,1,0,0
9680,149.82683598792724,2.239003959445807,1,0,0,30.096793671071893,27.335682129473867,27.845705859462257,27.50555401946973,25.26593399535193,24.87565763401848,0.346423572868484,2.5602608473598085,3.5645328820458744,5.3946054075259005,38.36289480995357,15.619899433007973,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.524733509977711,8.24267900472643,6.130354985387777,46.27673568066105,46.619912980772845,45.95232479556268,3.7735597746887968,5.126694962330592,3.1519960940130525,0.639,5.786771071709003,7.360836200084857,5.35157057910661,9.337140837364132,9.550074624683663,9.161107265227797,18.252046827892904,27.482474907808548,12.62607760339898,3.0280147563268613,3.399687287636542,2.426357111354153,1.866,166.9221972130457,0.6208706006287561,11.859994546650938,16.098729264055045,8.023003988572215,-23.286089628035757,-22.668452978804165,-23.96928517367949,1,0,0
10023,149.79811978217245,2.2525805596138,1,0,0,-99.0,28.050362341695735,28.422688388700017,27.692353743334195,26.03626013685841,26.007288638913924,-0.1265214334878858,1.6284209248399026,2.6511439244439674,5.795522146071808,23.878366071888344,6.333394955391596,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.045864567718212,7.0622390438222,5.653977098094538,45.326599962829874,45.5393210586591,45.10960352227429,2.36482396139281,2.891122337962159,1.935635367946775,0.591,6.018473707740243,8.28666534515439,5.386381801239937,8.903876922033984,9.250181956433968,8.662294630811141,6.26939191740129,13.311282388225845,3.9167541202754665,1.8766529319556449,2.363817648399064,1.3807059199754734,0.774,22.435354219226557,0.551928697015682,34.437366420440455,38.88847051386974,29.53602896178732,-21.435500270458512,-20.709920346130424,-21.94223530266036,1,0,0
10511,149.8232244418969,2.2482280832392223,1,0,0,27.957203504213616,27.867282696675765,29.76533887020821,26.530748252322365,25.02586494786016,25.30377232763537,2.460936394281532,1.2247018991921532,0.6803132988746615,14.706268509692638,53.51783418550065,11.019981853821,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.914738433592873,6.363804207423337,5.624038522047449,45.57977017210003,45.69161896530974,45.44022974470767,1.9420735333120167,2.236463793984836,1.644030005040698,5.137,5.450863442935834,6.042255324717289,5.134572499655492,8.923492048534023,9.085611073181845,8.800554934153654,7.187840263284206,10.186232422131216,5.54688453959658,1.7270971944136966,1.9114230575973197,1.439277428532354,2.662,79.36150816817187,0.5663271900603195,18.185221089520496,19.890370593164743,16.820810514677706,-22.13175840709245,-21.603303268169025,-22.527894994666887,1,0,0
11737,149.8608377762876,2.246971775115045,0,0,0,-99.0,-99.0,27.772035009168,27.38388631067156,25.23199980497093,-99.0,-0.1935610411041089,-0.0330329667345611,3.673493611267758,6.014305728421843,38.11477589367368,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,7.847903278180832,9.382661569671514,6.024500201172361,46.46672703897568,46.997441705639964,46.07728387645768,3.595649765874935,4.740699808769842,2.8314626974086363,0.115,7.5434270745852015,9.207916228180348,5.26878896851055,10.748010645804346,11.411718445966772,10.298620119942443,292.0376669307295,1390.9244443953614,103.06241525675648,3.32039131730792,4.378624596127462,2.549031836621361,0.083,6.5292551546485535,0.6341577979514514,29.08302388758485,30.7518688420439,27.24426013509934,-23.55231651178385,-22.6956747618482,-24.564660533435905,0,1,0
13618,149.82895766284236,2.2808611565811003,1,0,0,28.76915519251125,29.35743199092428,-99.0,28.100777029923577,26.336450575097604,25.91416868559798,1.0840134492767728,0.5258699320212878,-1.3222893505865347,7.37944662213818,28.022880559939345,8.836179629478504,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.966760035185123,6.54434844064042,5.508962861892784,45.37435519540375,45.57167561665411,45.14312683966392,2.7638378995531823,3.329616890347228,2.256205090542388,1.421,6.179529004961918,8.255427691181943,5.429465608902632,9.069904626985128,9.521034327691748,8.748552619111841,9.04272483942269,18.93617417077872,4.734745836523834,2.1162415325803474,2.5356015560728458,1.469329706020778,1.587,58.39620507230418,0.5876771615549461,28.237244930673874,33.89699574565561,21.32520619036988,-21.47441831454435,-20.70397372643405,-22.141149996198624,1,0,0
14599,149.84942433562918,2.282508359418595,1,0,0,28.602841507184507,29.95071026953713,28.076058079521747,27.155004836019863,25.55287443509341,25.591002110037376,1.0916172339535135,0.2298844834827024,3.451870241982256,10.293589890591443,35.26370337367848,6.219008824435711,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.929230972223101,6.365472591365822,5.554287751349451,45.47203828533066,45.638476705629685,45.285898361112814,2.2775023089676303,2.645619180144553,1.8727868267941468,1.294,5.647528612727537,7.772428820671418,5.227215780428399,8.937015332044943,9.201913412568462,8.720593280870201,6.98285075636174,12.954250693566712,4.586435637912517,1.8865316202452127,2.188161162332789,1.4816160775587073,0.778,26.71963001394191,0.6361029574556513,19.883992840311848,22.89582141262761,16.14473662728029,-21.831779982665545,-21.15615763916861,-22.29504735098281,1,0,0
15495,149.9133102658861,2.267820941309201,1,0,0,29.029618236104213,29.57761589886082,28.23946725665113,27.38830598494745,25.175257346094767,25.19559103041396,0.8214325208284947,0.3437009917930583,2.2456747827139245,8.743157798377336,37.7598992134025,9.15768527088593,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,8.079582715459306,8.603287986958495,7.40344800373484,45.93248979169108,46.12886367631664,45.75694535448605,2.432976987709904,3.1478915310143694,2.0853566718349685,0.995,5.535206121647558,6.03307923367489,5.216933556040501,9.083800028216244,9.235544417726182,8.96024667195313,10.391109359781623,14.812805537781008,8.080393083052819,2.5641158968800983,2.7450845551822103,2.351312318044408,0.534,61.85118824373766,0.6099332663698139,16.47446529906763,20.63698046372546,11.74466319861275,-22.22520424283041,-21.53269274198334,-22.81040794404099,1,0,0
15654,149.9136972192352,2.269113112377972,1,0,0,27.65656908847709,27.428255149199497,27.377254016824608,26.47683727410774,24.71659846222065,24.10828982676408,2.262889991264459,1.9445481848475332,3.85857667028349,15.510756029379303,44.73931763943492,21.021500951953936,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,5.69343104920573,6.121758065027018,5.412822457706562,46.16332519234955,46.33109484641163,45.96877125096236,3.5850337227440523,4.060165751485872,3.098785421064334,0.166,5.566867931071604,6.151196473453647,5.234084310268182,9.75429568230771,9.96341622469106,9.518612994002725,41.0903894741364,62.46492265565246,28.029364472597003,2.831598550332175,3.162862726064293,2.504087170235137,0.072,317.02970994764576,0.5533531851664072,24.37845552036847,26.291998440463523,22.53745366272209,-23.634353114790525,-22.94946071964656,-24.189544450462137,1,0,0
15961,149.8159992245872,2.3072822380804148,0,0,0,28.28369996945827,26.644091280296088,27.0901626956667,26.70672599522831,25.0847184486296,-99.0,1.3161535594570937,3.0464310743712733,5.547979036321865,10.100217907615267,35.18135078871229,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.1928786510253495,7.060550274571019,5.733407860617493,46.25279547398034,46.62875975869576,45.93656481896907,4.1510578673748535,5.273925597492757,3.246421249956163,0.502,6.413034422831618,7.598663937171479,5.778203610287267,10.888135929422743,11.308605591748814,10.44308554424378,404.1930920629102,1127.527869988171,157.97139774440265,4.178442960635081,5.256778998975968,3.133377875327594,0.428,4.691280917876966,0.6306359410558449,17.20951970891844,20.572870711287752,13.05483511995445,-23.55875433970216,-22.77450192505069,-24.391044338424557,0,1,0
16108,149.82087370396272,2.307249564555073,1,0,0,28.22456908049072,28.26607526213753,28.017948386761407,27.994496271069988,25.771138046503538,25.254847112600277,1.8544008134471084,0.934445201137853,3.426589845798503,4.717295597855193,27.13852624749399,14.375554987103907,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,6.019308740396124,7.358235223182711,5.631890643606148,45.8486472465617,46.03144385957755,45.640647886283695,3.594453219423195,4.172950427074399,2.9919419606448656,2.274,5.558686483806454,6.0922991177186185,5.184986071446364,9.157639764328712,9.38664917608564,9.004120763400493,12.147280206447569,19.05983832223945,8.833948702941639,3.201164818362745,3.64240424783255,2.69791339294685,0.337,146.0597852260149,0.6442374254902289,7.563307643234017,13.0452100559883,3.1688393709169875,-22.70093189763792,-22.014870200045703,-23.208474055307278,1,0,0
